State_Name,State_ab,County,City,Place,Type,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Households
Alabama,AL,Morgan County,Falkville,Falkville,Town,35622,256,9786878,46596,34.377019,-86.909547,69895.84793,59792,72519.9589432156+0i,352
Alabama,AL,Fayette County,Fayette,Fayette city,City,35555,205,22143481,212108,33.694215,-87.831169,73786.58908,63663,89354.2039049181+0i,1884
Alabama,AL,Bullock County,Union Springs,Fitzpatrick,CDP,36089,334,10780817,91583,32.210373,-85.873699,64062.83182,72997,58262.0376575954+0i,33
Alabama,AL,Escambia County,Flomaton,Flomaton,Town,36441,251,13172116,287919,31.014816,-87.256016,51470.10172,46862,54651.630941427+0i,621
Alabama,AL,Lauderdale County,Florence,Florence city,City,35630,256,67609959,522106,34.830323,-87.666139,96867.27999,78701,112411.941507418+0i,17568
Alabama,AL,Jefferson County,Birmingham,Forestdale,CDP,35214,205,17479591,0,33.57368,-86.900139,98518.50312,90064,103428.821347887+0i,3702
Alabama,AL,Lowndes County,Fort Deposit,Fort Deposit,Town,36032,334,14663106,0,31.986261,-86.566359,83120.99741,66581,105150.212816442+0i,524
Alabama,AL,Dale County,Ft Rucker,Fort Rucker,CDP,36362,334,28186630,46399,31.342576,-85.716072,92265.34801,85127,91939.2713417939+0i,1230
Alabama,AL,Chambers County,Five Points,Fredonia,CDP,36855,334,31025631,67880,32.967905,-85.296657,152645.5799,300000,160274.874422922+0i,132
Alabama,AL,Washington County,Fruitdale,Fruitdale,CDP,36539,251,11586507,43413,31.34979,-88.410937,61515.20807,65827,50114.0564484668+0i,45
Alabama,AL,Clarke County,Grove Hill,Fulton,Town,36451,334,6348281,1428,31.790989,-87.744212,56511.37615,55687,54582.0628917472+0i,81
Alabama,AL,DeKalb County,Rainsville,Fyffe,Town,35986,256,11411255,0,34.449615,-85.904969,112733.3303,86388,130537.79593347+0i,477
Alabama,AL,Sumter County,Boligee,Gainesville,Town,35443,205,4452046,0,32.814934,-88.160791,34130.15692,15181,39605.2200162666+0i,52
Alabama,AL,Covington County,Andalusia,Gantt,Town,36421,334,1682655,86431,31.41074,-86.483524,74884.38567,100932,0+58280.3656522253i,76
Alabama,AL,Cullman County,Garden City,Garden City,Town,35070,256,7792122,66169,34.019437,-86.750564,64650.15313,56967,67109.4043214529+0i,168
Alabama,AL,Cherokee County,Gaylesville,Gaylesville,Town,35973,256,887876,0,34.268103,-85.558468,53992.37009,50462,53694.067834123+0i,86
Alabama,AL,Geneva County,Geneva,Geneva city,City,36340,334,41109631,487453,31.044886,-85.876818,88973.28132,78749,101352.803247565+0i,1615
Alabama,AL,DeKalb County,Geraldine,Geraldine,Town,35974,256,10144006,30156,34.359087,-86.002579,101979.6554,84435,115811.39895255+0i,321
Alabama,AL,Fayette County,Fayette,Glen Allen,Town,35555,205,16973888,36826,33.892108,-87.732682,51678.03338,60240,0+12487.8957490567i,208
Alabama,AL,Calhoun County,Glencoe,Glencoe city,City,35905,256,43855204,214782,33.939389,-85.934313,0,0,0+0i,0
Alabama,AL,Crenshaw County,Goshen,Glenwood,Town,36035,334,1892924,9019,31.671266,-86.173687,134772.09,93232,159667.834674163+0i,94
Alabama,AL,Cullman County,Cullman,Good Hope,Town,35057,256,20551215,121512,34.109835,-86.865195,91089.54163,84237,97166.470576355+0i,794
Alabama,AL,Pickens County,Gordo,Gordo,Town,35466,205,8424800,10956,33.322286,-87.903681,91291.52081,71042,108848.336601747+0i,650
Alabama,AL,Lowndes County,Hayneville,Gordonville,Town,36040,334,14354369,150144,32.159179,-86.704235,84941.39339,49730,115561.540744873+0i,134
Alabama,AL,Randolph County,Ranburne,Graham,CDP,36273,256,15162088,0,33.455191,-85.323085,54388.75597,64015,45747.6090994038+0i,97
Alabama,AL,Marshall County,Grant,Grant,Town,35747,256,4774998,10961,34.518173,-86.26043,113688.7156,95520,119859.858850966+0i,334
Alabama,AL,Jefferson County,Graysville,Graysville city,City,35073,205,43830003,0,33.658258,-86.96732,75290.71153,72676,73735.0308663859+0i,822
Alabama,AL,Butler County,Greenville,Greenville city,City,36037,334,55310689,455198,31.843072,-86.636951,85869.87842,71452,100719.932907463+0i,3114
Alabama,AL,Clarke County,Grove Hill,Grove Hill,Town,36451,334,12869745,4824,31.702294,-87.773845,133104.3044,99448,155673.692739716+0i,686
Alabama,AL,Mobile County,Citronelle,Gulfcrest,CDP,36522,251,3921828,8275,30.991106,-88.242231,75405.6939,300000,64345.0461598348+0i,68
Alabama,AL,Marshall County,Guntersville,Guntersville city,City,35976,256,65748892,44109667,34.367947,-86.252323,127162.6471,107223,141678.132872421+0i,3196
Alabama,AL,Fayette County,Guin,Gu-Win,Town,35563,205,5028328,0,33.944319,-87.870368,0,0,0+0i,0
Alabama,AL,Marion County,Hackleburg,Hackleburg,Town,35564,205,39560858,27325,34.269355,-87.830402,63350.92547,57034,55244.8964684982+0i,609
Alabama,AL,Henry County,Columbia,Haleburg,Town,36319,334,9940861,0,31.409976,-85.138068,91516.73138,87104,93208.5167241793+0i,42
Alabama,AL,Winston County,Haleyville,Haleyville city,City,35565,334,21550661,160420,34.233832,-87.617574,84491.60301,68325,100871.404965309+0i,1666
Alabama,AL,DeKalb County,Valley Head,Hammondville,Town,35989,256,12694841,32179,34.566264,-85.640252,147286.8789,129628,163252.018226509+0i,201
Alabama,AL,Shelby County,Vincent,Harpersville,Town,35178,205,54768490,894572,33.317725,-86.428431,102196.8578,89515,113558.21859743+0i,611
Alabama,AL,Morgan County,Hartselle,Hartselle city,City,35640,256,42357220,215309,34.440434,-86.940364,113300.2058,92894,123340.121201904+0i,5376
Alabama,AL,Lawrence County,Town Creek,Hatton,CDP,35672,256,3453276,20291,34.560671,-87.413835,69706.71776,300000,61297.420640724+0i,75
Alabama,AL,Lowndes County,Hayneville,Hayneville,Town,36040,334,4820399,41973,32.182595,-86.578588,129006.2056,82702,161109.976844144+0i,394
Alabama,AL,Henry County,Headland,Headland city,City,36345,334,78556178,25295,31.354974,-85.357031,86442.48824,84232,87187.3156508999+0i,1768
Alabama,AL,Cleburne County,Heflin,Heflin city,City,36264,256,41665234,463512,33.6474,-85.569339,70188.3139,78258,43559.365362029+0i,1402
Alabama,AL,Shelby County,Helena,Helena city,City,35080,205,53950336,833954,33.285635,-86.874488,118989.9274,101930,121281.618253465+0i,5314
Alabama,AL,Blount County,Oneonta,Highland Lake,Town,35121,205,4224630,925584,33.894586,-86.422553,138728.5281,122025,148963.865495809+0i,178
Alabama,AL,Lawrence County,Trinity,Hillsboro,Town,35673,256,4872759,6209,34.642586,-87.178489,83020.91734,62309,97567.0019258657+0i,247
Alabama,AL,Washington County,Chatom,Hobson,CDP,36518,251,7625399,78982,31.488725,-88.150928,38049.5,300000,27062.9326923023+0i,68
Alabama,AL,Franklin County,Hackleburg,Hodges,Town,35564,205,10689877,16413,34.334246,-87.92316,86670.08684,68755,105779.924074818+0i,143
Alabama,AL,Clay County,Sylacauga,Hollins,CDP,35150,256,30670725,80205,33.121757,-86.126967,41206.62477,44749,38854.0103007317+0i,253
Alabama,AL,Cullman County,Holly Pond,Holly Pond,Town,35083,256,11491221,51521,34.167187,-86.611799,77338.25549,72412,75101.3632966424+0i,391
Alabama,AL,Tuscaloosa County,Holt,Holt,CDP,35404,205,8194157,36475,33.229745,-87.482894,70112.99354,57159,82341.0102101712+0i,1152
Alabama,AL,Jefferson County,Homewood,Homewood city,City,35209,205,21657260,171816,33.45855,-86.80965,158339.2152,152227,167865.592914727+0i,9322
Alabama,AL,Shelby County,Hoover,Hoover city,City,35244,205,122016784,2553332,33.376949,-86.805579,179178.3198,186194,182286.4751977+0i,9918
Alabama,AL,Jefferson County,Hueytown,Hueytown city,City,35023,205,50358247,652165,33.408484,-87.01658,96083.7582,81439,105933.004091336+0i,5940
Alabama,AL,Limestone County,Huntsville,Huntsville city,City,35806,256,552604579,3452021,34.699013,-86.67298,132415.2078,120965,142391.080823714+0i,473
Alabama,AL,Russell County,Phenix City,Hurtsboro,Town,36868,334,2674546,0,32.24009,-85.41467,72804.93492,80565,81916.1993688183+0i,207
Alabama,AL,DeKalb County,Ider,Ider,Town,35981,256,14077428,0,34.702161,-85.669042,96724.04348,67084,118056.863568542+0i,330
Alabama,AL,Jefferson County,Irondale,Irondale city,City,35210,205,44851494,427267,33.539847,-86.660539,121787.6074,95150,134957.625852717+0i,5369
Alabama,AL,Clarke County,Jackson,Jackson city,City,36545,251,40505589,497291,31.532321,-87.891183,106274.2796,95286,120720.345437723+0i,1829
Alabama,AL,Calhoun County,Jacksonville,Jacksonville city,City,36265,256,28365902,24984,33.809108,-85.753918,106506.826,92716,117434.324422475+0i,4210
Alabama,AL,Chilton County,Jemison,Jemison city,City,35085,205,29384581,188725,32.970705,-86.73307,65840.65721,76959,26986.6779344834+0i,926
Alabama,AL,Marshall County,Arab,Joppa,CDP,35016,256,5036131,70361,34.29955,-86.549946,39895.36499,300000,31612.8791986983+0i,55
Alabama,AL,Coosa County,Alexander City,Kellyton,Town,35010,256,2504087,1487,32.979188,-86.034608,104293.9152,81579,129320.636340445+0i,83
Alabama,AL,Lauderdale County,Killen,Killen,Town,35645,256,5243522,13074,34.860954,-87.529346,98136.96058,89454,97647.1038337779+0i,439
Alabama,AL,Houston County,Dothan,Kinsey,Town,36303,334,31328733,0,31.292599,-85.335363,86098.48617,69147,98583.6423692042+0i,824
Alabama,AL,Russell County,Phenix City,Ladonia,CDP,36868,334,8115436,10357,32.460641,-85.096535,50626.93038,47919,49162.5336599108+0i,1184
Alabama,AL,DeKalb County,Fyffe,Lakeview,Town,35971,256,1636126,0,34.391629,-85.975704,75470.48931,83202,66762.2027760863+0i,37
Alabama,AL,Chambers County,Lanett,Lanett city,City,36863,334,16167426,0,32.857768,-85.207761,98997.75572,75111,119945.8818327+0i,2530
Alabama,AL,Jefferson County,Leeds,Leeds city,City,35094,205,58229172,566937,33.546851,-86.57178,106730.8948,92652,115312.57011726+0i,3736
Alabama,AL,Shelby County,Leeds,Leeds city,City,35094,205,58229172,566937,33.546851,-86.57178,40987.01141,300000,31212.739184335+0i,35
Alabama,AL,Colbert County,Leighton,Leighton,Town,35646,256,2550152,0,34.698625,-87.529116,57113.4436,46870,57874.3150118708+0i,394
Alabama,AL,Limestone County,Lester,Lester,Town,35647,256,4738825,5534,34.982751,-87.155535,125888.0208,300000,142209.077824148+0i,49
Alabama,AL,Lauderdale County,Lexington,Lexington,Town,35648,256,8380002,12555,34.959351,-87.37283,64874.13902,75909,0+41556.1682370453i,297
Alabama,AL,Baldwin County,Pensacola,Lillian,CDP,32506,850,4944913,4196328,30.418904,-87.420751,83754.72764,78020,83889.4891211493+0i,489
Alabama,AL,Marengo County,Linden,Linden city,City,36748,334,9268324,88546,32.301358,-87.792564,120073.7472,104380,138047.869063124+0i,958
Alabama,AL,Jefferson County,Lipscomb,Lipscomb city,City,35020,205,3041689,0,33.426054,-86.926026,92796.60686,58062,122048.025229082+0i,834
Alabama,AL,Colbert County,Tuscumbia,Littleville,Town,35674,256,12877594,116619,34.595132,-87.670739,68897.23627,70617,62128.8712428607+0i,393
Alabama,AL,Lee County,Loachapoka,Loachapoka,Town,36865,334,2941323,19893,32.607946,-85.598479,68881.57235,66760,72968.4811923498+0i,95
Alabama,AL,Blount County,Locust Fork,Locust Fork,Town,35097,205,9996657,27165,33.876794,-86.647093,88439.70108,85990,81925.8216377132+0i,456
Alabama,AL,Barbour County,Louisville,Louisville,Town,36048,334,7118466,0,31.781047,-85.558336,62652.36653,76699,60143.9019047489+0i,196
Alabama,AL,Baldwin County,Stapleton,Loxley,Town,36578,251,82494473,956592,30.684588,-87.739213,125879.658,99439,140793.058088509+0i,676
Alabama,AL,Winston County,Lynn,Lynn,Town,35575,205,27586589,35555,34.057592,-87.548639,54842.5444,60705,52778.7386456396+0i,244
Alabama,AL,Pickens County,Columbus,Macedonia,CDP,39702,662,10226512,0,33.403139,-88.239221,52442.36961,64408,45171.0014783985+0i,82
Alabama,AL,Butler County,Mckenzie,McKenzie,Town,36456,334,9644432,43121,31.54647,-86.725954,57011.37966,62721,53898.1325273237+0i,196
Alabama,AL,Pickens County,Aliceville,McMullen,Town,35442,205,283764,0,33.1481,-88.175749,13716.41183,10958,9252.83949491744+0i,3
Alabama,AL,Madison County,Madison,Madison city,City,35758,334,76680381,340948,34.710533,-86.76228,166427.2106,163954,171046.826459437+0i,15616
Alabama,AL,Baldwin County,Foley,Magnolia Springs,Town,36535,251,2327883,162829,30.40341,-87.775895,116189.0487,97945,127120.886966329+0i,329
Alabama,AL,Geneva County,Dothan,Malvern,Town,36301,334,36313079,12962,31.143698,-85.522973,101352.2056,79624,116093.120127342+0i,672
Alabama,AL,Autauga County,Marbury,Marbury,CDP,36051,205,59967130,199873,32.683609,-86.475484,101706.4327,122531,85248.040912152+0i,469
Alabama,AL,Perry County,Marion,Marion city,City,36756,334,27365217,242538,32.631968,-87.317333,66927.67266,71636,46963.4600035031+0i,902
Alabama,AL,Shelby County,Hoover,Meadowbrook,CDP,35242,205,11116552,33714,33.390614,-86.708172,175123.8946,178826,180137.797520464+0i,3261
Alabama,AL,Pickens County,Aliceville,Memphis,Town,35442,205,1002838,11307,33.137044,-88.305942,224718.5885,257436,228362.864530973+0i,22
Alabama,AL,Madison County,Meridianville,Meridianville,CDP,35759,205,40250697,136955,34.874913,-86.580559,125593.2258,109280,132556.069962613+0i,2375
Alabama,AL,Dale County,Midland City,Midland City,Town,36350,334,15682077,0,31.315689,-85.493686,68276.51559,69286,68564.6674219106+0i,828
Alabama,AL,Talladega County,Sylacauga,Mignon,CDP,35150,256,5185134,88368,33.18658,-86.256886,57042.65874,55988,53928.5879741136+0i,434
Alabama,AL,Elmore County,Millbrook,Millbrook city,City,36054,334,33202104,740669,32.501474,-86.373914,112432.519,95601,119063.804739284+0i,5687
Alabama,AL,Lamar County,Millport,Millport,Town,35576,205,14226301,35345,33.555935,-88.082382,63154.13611,71207,60555.2678368797+0i,505
